YEAR,REGION,AGE_GROUP,GENDER,NB_ETUDIANTS,POPULATION_INSEE
2025,Grand Est,60 ans ou plus,F,,885198
2025,Grand Est,60 ans ou plus,M,,722908
2025,Hauts-de-France,20-24 ans,F,1,180304
2025,Hauts-de-France,20-24 ans,M,3,186607
2025,Hauts-de-France,25-29 ans,F,2,170004
2025,Hauts-de-France,25-29 ans,M,11,168759
2025,Hauts-de-France,30-34 ans,F,2,175804
2025,Hauts-de-France,30-34 ans,M,12,171899
2025,Hauts-de-France,30-34 ans,Non renseigné,3,
2025,Hauts-de-France,35-39 ans,F,1,193135
2025,Hauts-de-France,35-39 ans,M,10,187990
2025,Hauts-de-France,40-44 ans,F,2,195192
2025,Hauts-de-France,40-44 ans,M,4,190945
2025,Hauts-de-France,45-49 ans,F,,181398
2025,Hauts-de-France,45-49 ans,M,4,177828
2025,Hauts-de-France,50-54 ans,F,,196962
2025,Hauts-de-France,50-54 ans,M,2,195138
2025,Hauts-de-France,50-54 ans,Non renseigné,1,
2025,Hauts-de-France,55-59 ans,F,2,189025
2025,Hauts-de-France,55-59 ans,M,,183544
2025,Hauts-de-France,60 ans ou plus,F,,881251
2025,Hauts-de-France,60 ans ou plus,M,,689429
2025,Normandie,20-24 ans,F,,88416
2025,Normandie,20-24 ans,M,,95762
2025,Normandie,25-29 ans,F,,86690
2025,Normandie,25-29 ans,M,2,88363
2025,Normandie,30-34 ans,F,,91958
2025,Normandie,30-34 ans,M,4,92033
2025,Normandie,30-34 ans,Non renseigné,1,
2025,Normandie,35-39 ans,F,,101139
2025,Normandie,35-39 ans,M,2,99446
2025,Normandie,35-39 ans,Non renseigné,1,
2025,Normandie,40-44 ans,F,,104630
2025,Normandie,40-44 ans,M,6,100495
2025,Normandie,45-49 ans,F,,96361
2025,Normandie,45-49 ans,M,,94461
2025,Normandie,45-49 ans,Non renseigné,1,
2025,Normandie,50-54 ans,F,2,109319
2025,Normandie,50-54 ans,M,2,107029
2025,Normandie,55-59 ans,F,1,110493
2025,Normandie,55-59 ans,M,,105580
2025,Normandie,60 ans ou plus,F,,563376
2025,Normandie,60 ans ou plus,M,,446846
2025,Nouvelle-Aquitaine,20-24 ans,F,,154879
2025,Nouvelle-Aquitaine,20-24 ans,M,6,167548
2025,Nouvelle-Aquitaine,25-29 ans,F,,153330
2025,Nouvelle-Aquitaine,25-29 ans,M,6,156062
2025,Nouvelle-Aquitaine,25-29 ans,Non renseigné,2,
2025,Nouvelle-Aquitaine,30-34 ans,F,5,167873
2025,Nouvelle-Aquitaine,30-34 ans,M,7,164152
2025,Nouvelle-Aquitaine,35-39 ans,F,2,184929
2025,Nouvelle-Aquitaine,35-39 ans,M,5,178959
2025,Nouvelle-Aquitaine,35-39 ans,Non renseigné,1,
2025,Nouvelle-Aquitaine,40-44 ans,F,4,194897
2025,Nouvelle-Aquitaine,40-44 ans,M,1,186005
2025,Nouvelle-Aquitaine,45-49 ans,F,,187375
2025,Nouvelle-Aquitaine,45-49 ans,M,3,180710
2025,Nouvelle-Aquitaine,45-49 ans,Non renseigné,1,
2025,Nouvelle-Aquitaine,50-54 ans,F,2,213480
2025,Nouvelle-Aquitaine,50-54 ans,M,1,205818
2025,Nouvelle-Aquitaine,55-59 ans,F,1,212230
2025,Nouvelle-Aquitaine,55-59 ans,M,3,201904
2025,Nouvelle-Aquitaine,60 ans ou plus,F,,1111750
2025,Nouvelle-Aquitaine,60 ans ou plus,M,,895959
2025,Nouvelle-Aquitaine,60 ans ou plus,Non renseigné,1,
2025,Occitanie,20-24 ans,F,1,169997
2025,Occitanie,20-24 ans,M,6,179965
2025,Occitanie,25-29 ans,F,6,164543
2025,Occitanie,25-29 ans,M,12,167524
2025,Occitanie,30-34 ans,F,4,176222
2025,Occitanie,30-34 ans,M,7,171837
2025,Occitanie,30-34 ans,Non renseigné,1,
2025,Occitanie,35-39 ans,F,3,188441
2025,Occitanie,35-39 ans,M,9,180495
2025,Occitanie,40-44 ans,F,2,196937
2025,Occitanie,40-44 ans,M,2,185901
2025,Occitanie,45-49 ans,F,3,187634
2025,Occitanie,45-49 ans,M,5,180443
2025,Occitanie,45-49 ans,Non renseigné,1,
2025,Occitanie,50-54 ans,F,2,207751
2025,Occitanie,50-54 ans,M,1,199338
2025,Occitanie,55-59 ans,F,,208733
2025,Occitanie,55-59 ans,M,4,197637
2025,Occitanie,60 ans ou plus,F,,1049847
2025,Occitanie,60 ans ou plus,M,,857509
2025,Pays de la Loire,20-24 ans,F,,107660
2025,Pays de la Loire,20-24 ans,M,1,117003
2025,Pays de la Loire,25-29 ans,F,1,104230
2025,Pays de la Loire,25-29 ans,M,3,108301
2025,Pays de la Loire,30-34 ans,F,2,110380
2025,Pays de la Loire,30-34 ans,M,4,111252
2025,Pays de la Loire,30-34 ans,Non renseigné,1,
2025,Pays de la Loire,35-39 ans,F,1,120736
2025,Pays de la Loire,35-39 ans,M,3,118768
2025,Pays de la Loire,40-44 ans,F,,126789
2025,Pays de la Loire,40-44 ans,M,3,123539
2025,Pays de la Loire,45-49 ans,F,3,119576
2025,Pays de la Loire,45-49 ans,M,3,120204
2025,Pays de la Loire,50-54 ans,F,,129924
2025,Pays de la Loire,50-54 ans,M,1,130757
2025,Pays de la Loire,55-59 ans,F,2,123710
2025,Pays de la Loire,55-59 ans,M,,121539
2025,Pays de la Loire,60 ans ou plus,F,,622140
2025,Pays de la Loire,60 ans ou plus,M,,503053
2025,Provence-Alpes-Côte d'Azur,20-24 ans,F,2,132017
2025,Provence-Alpes-Côte d'Azur,20-24 ans,M,4,138637
2025,Provence-Alpes-Côte d'Azur,25-29 ans,F,3,137745
2025,Provence-Alpes-Côte d'Azur,25-29 ans,M,10,136368
2025,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,1,
2025,Provence-Alpes-Côte d'Azur,30-34 ans,F,9,150811
2025,Provence-Alpes-Côte d'Azur,30-34 ans,M,14,141704
2025,Provence-Alpes-Côte d'Azur,35-39 ans,F,2,165497
2025,Provence-Alpes-Côte d'Azur,35-39 ans,M,11,153608
2025,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,2,
2025,Provence-Alpes-Côte d'Azur,40-44 ans,F,5,168724
2025,Provence-Alpes-Côte d'Azur,40-44 ans,M,5,157493
2025,Provence-Alpes-Côte d'Azur,45-49 ans,F,2,159828
2025,Provence-Alpes-Côte d'Azur,45-49 ans,M,5,152654
2025,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,1,
2025,Provence-Alpes-Côte d'Azur,50-54 ans,F,2,175563
2025,Provence-Alpes-Côte d'Azur,50-54 ans,M,3,167592
2025,Provence-Alpes-Côte d'Azur,55-59 ans,F,1,181916
2025,Provence-Alpes-Côte d'Azur,55-59 ans,M,1,167189
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,F,,920335
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,M,,724189
2025,Île-de-France,20-24 ans,F,6,426753
2025,Île-de-France,20-24 ans,M,27,415907
2025,Île-de-France,25-29 ans,F,34,451160
2025,Île-de-France,25-29 ans,M,51,432042
2025,Île-de-France,25-29 ans,Non renseigné,8,
2025,Île-de-France,30-34 ans,F,33,454546
2025,Île-de-France,30-34 ans,M,50,432616
2025,Île-de-France,30-34 ans,Non renseigné,7,
2025,Île-de-France,35-39 ans,F,35,456217
2025,Île-de-France,35-39 ans,M,38,428984
2025,Île-de-France,35-39 ans,Non renseigné,8,
2025,Île-de-France,40-44 ans,F,17,440577
2025,Île-de-France,40-44 ans,M,14,412044
2025,Île-de-France,40-44 ans,Non renseigné,1,
2025,Île-de-France,45-49 ans,F,10,406519
2025,Île-de-France,45-49 ans,M,20,397746
2025,Île-de-France,45-49 ans,Non renseigné,3,
2025,Île-de-France,50-54 ans,F,6,407009
2025,Île-de-France,50-54 ans,M,10,400926
2025,Île-de-France,50-54 ans,Non renseigné,4,
2025,Île-de-France,55-59 ans,F,1,383539
2025,Île-de-France,55-59 ans,M,5,364275
2025,Île-de-France,60 ans ou plus,F,,1512916
2025,Île-de-France,60 ans ou plus,M,3,1202559
