"Egypt, Arab Rep.",EGY,11124.7351098149
Euro area,EMU,45803.086939268
Eritrea,ERI,
Spain,ESP,39825.2498116292
Estonia,EST,34506.6486942506
Ethiopia,ETH,2004.74755633129
European Union,EUU,43027.5144476906
Fragile and conflict affected situations,FCS,5261.51763264735
Finland,FIN,47234.8528600939
Fiji,FJI,12585.2777215161
France,FRA,44469.1458856805
Faroe Islands,FRO,56416.2319500574
"Micronesia, Fed. Sts.",FSM,3461.36460828084
Gabon,GAB,14796.6286374171
United Kingdom,GBR,46113.0211677324
Georgia,GEO,13718.9378669764
Ghana,GHA,5170.96094857439
Gibraltar,GIB,
Guinea,GIN,2687.09504827171
"Gambia, The",GMB,2038.95429850128
Guinea-Bissau,GNB,2081.81287227685
Equatorial Guinea,GNQ,18434.7708571004
Greece,GRC,28681.6815585005
Grenada,GRD,15041.4525712067
Greenland,GRL,60010.0982907298
Guatemala,GTM,9560.17783462724
Guam,GUM,
Guyana,GUY,12243.2225968541
High income,HIC,46223.2330200325
"Hong Kong SAR, China",HKG,59260.9131761938
Honduras,HND,5620.65455247733
Heavily indebted poor countries (HIPC),HPC,2589.60012586334
Croatia,HRV,27887.7588440919
Haiti,HTI,3339.38884653446
Hungary,HUN,29728.0121568801
IBRD only,IBD,12816.6612232485
IDA & IBRD total,IBT,10550.9378213364
IDA total,IDA,4111.12734168174
IDA blend,IDB,5794.37026076309
Indonesia,IDN,10687.6409218443
IDA only,IDX,3198.1536881154
Isle of Man,IMN,
India,IND,6144.71714444938
Not classified,INX,
Ireland,IRL,80450.3529336506
"Iran, Islamic Rep.",IRN,15719.416701551
Iraq,IRQ,10191.6616988639
Iceland,ISL,55638.4920591794
Israel,ISR,39470.8681262164
Italy,ITA,42142.3435406885
Jamaica,JAM,10466.4876782146
Jordan,JOR,9265.51536720733
Japan,JPN,41444.2157443912
Kazakhstan,KAZ,23973.0602295651
Kenya,KEN,4177.24993580267
Kyrgyz Republic,KGZ,4953.71755085199
Cambodia,KHM,5050.06356615113
Kiribati,KIR,2562.06561789397
St. Kitts and Nevis,KNA,29578.6311625727
"Korea, Rep.",KOR,43155.9100867658
Kuwait,KWT,46565.5499504554
Latin America & Caribbean (excluding high income),LAC,15582.8343364327
Lao PDR,LAO,7141.90652701767
Lebanon,LBN,20963.8249472533
Liberia,LBR,1664.94481323565
Libya,LBY,18026.0187834008
St. Lucia,LCA,16130.9721097011
Latin America & Caribbean,LCN,16199.1118984474
Least developed countries: UN classification,LDC,3018.91866774615
Low income,LIC,1903.98724303844
Liechtenstein,LIE,
Sri Lanka,LKA,13610.4723136618
Lower middle income,LMC,6294.50167587079
Low & middle income,LMY,9973.33534562207
Lesotho,LSO,2618.81820770145
Late-demographic dividend,LTE,16562.7665581165
Lithuania,LTU,31305.0436934372
Luxembourg,LUX,114985.842235989
Latvia,LVA,25763.9907709703
"Macao SAR, China",MAC,120774.963080752
St. Martin (French part),MAF,
Morocco,MAR,8115.12060546875
Monaco,MCO,
Moldova,MDA,11252.1135465283
Madagascar,MDG,1546.88001890817
Maldives,MDV,19767.8893613468
"Middle East, North Africa, Afghanistan & Pakistan",MEA,12280.1930541163
Mexico,MEX,20488.7150800441
Marshall Islands,MHL,4719.31304926001
Middle income,MIC,10723.6794215767
North Macedonia,MKD,17161.049071447
Mali,MLI,2606.69607954141
Malta,MLT,45763.7330585065
Myanmar,MMR,4706.43248949598
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,8408.9297885017
Montenegro,MNE,19356.6825946889
Mongolia,MNG,11096.0375604239
Northern Mariana Islands,MNP,
Mozambique,MOZ,1282.74965991801
Mauritania,MRT,5353.06608810407
Mauritius,MUS,22897.9700922102
Malawi,MWI,1380.23263621737
Malaysia,MYS,26415.5960203287
North America,NAC,58871.9595951654
Namibia,NAM,9887.9393548255
New Caledonia,NCL,
Niger,NER,1208.14609955266
Nigeria,NGA,7036.67414372387
Nicaragua,NIC,6225.34702574846
Netherlands,NLD,56037.567993606
Norway,NOR,64589.5559196863
Nepal,NPL,3604.70825949747
Nauru,NRU,9650.31890049941
New Zealand,NZL,42243.5084459397
OECD members,OED,43720.6548595413
Oman,OMN,33619.4988982607
Other small states,OSS,19670.0015347821
Pakistan,PAK,4789.53646557553
Panama,PAN,33533.32602165
Peru,PER,12591.8562879234
Philippines,PHL,7773.79853599024
Palau,PLW,17991.1080155154
Papua New Guinea,PNG,3923.17197680467
Poland,POL,30170.2818974087
Pre-demographic dividend,PRE,3981.68563263937
Puerto Rico (US),PRI,31866.6160571769
"Korea, Dem. People's Rep.",PRK,
Portugal,PRT,32970.8395386562
Paraguay,PRY,13977.3427788671
West Bank and Gaza,PSE,6106.64574037122
Pacific island small states,PSS,6952.33760062672
Post-demographic dividend,PST,47771.4500176349
French Polynesia,PYF,
Qatar,QAT,99358.3733880435
Romania,ROU,26943.3085419885
Russian Federation,RUS,25777.904296875
Rwanda,RWA,1967.94286602499
South Asia,SAS,6077.77622569788
Saudi Arabia,SAU,53120.4572456269
Sudan,SDN,4252.42138671875
Senegal,SEN,3234.36158194088
Singapore,SGP,95744.1821600957
Solomon Islands,SLB,2454.04671914243
Sierra Leone,SLE,2501.4531554482
El Salvador,SLV,8965.2189086345
San Marino,SMR,52463.4196397748
"Somalia, Fed. Rep.",SOM,1596.81409178022
Serbia,SRB,17285.4272257972
Sub-Saharan Africa (excluding high income),SSA,4581.08357642506
South Sudan,SSD,
Sub-Saharan Africa,SSF,4322.1778933681
Small states,SST,18230.8054294439
Sao Tome and Principe,STP,3436.31010124694
Suriname,SUR,17567.6802396432
Slovak Republic,SVK,30245.7825869756
Slovenia,SVN,36180.0384547624
Sweden,SWE,51474.1199115161
Eswatini,SWZ,8584.31100767837
Sint Maarten (Dutch part),SXM,44479.2967076826
Seychelles,SYC,30674.6487335442
Syrian Arab Republic,SYR,3265.07029374996
Turks and Caicos Islands,TCA,30097.3550560987
Chad,TCD,2097.14425483604
East Asia & Pacific (IDA & IBRD countries),TEA,13640.2006416112
Europe & Central Asia (IDA & IBRD countries),TEC,21964.7124020384
Togo,TGO,1985.52622129406
Thailand,THA,17573.339815536
Tajikistan,TJK,3017.00314887354
Turkmenistan,TKM,13278.4030353381
Latin America & the Caribbean (IDA & IBRD countries),TLA,16138.7965758949
Timor-Leste,TLS,3463.11739023437
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,8425.40895279855
Tonga,TON,6229.07024223894
South Asia (IDA & IBRD),TSA,6077.77622569788
Sub-Saharan Africa (IDA & IBRD countries),TSS,4322.1778933681
Trinidad and Tobago,TTO,28484.2557157494
Tunisia,TUN,11288.7800135085
Turkiye,TUR,28353.5406410966
Tuvalu,TUV,4226.71874686288
Tanzania,TZA,2472.4931640625
Uganda,UGA,2157.95747503369
Ukraine,UKR,11536.0810546875
Upper middle income,UMC,15333.3255911177
Uruguay,URY,23606.6278007958
United States,USA,60047.7190728307
Uzbekistan,UZB,7818.01112977426
St. Vincent and the Grenadines,VCT,13575.4319769513
"Venezuela, RB",VEN,
British Virgin Islands,VGB,
Virgin Islands (U.S.),VIR,33893.5501815475
Viet Nam,VNM,9169.73192052855
Vanuatu,VUT,3145.92734989467
World,WLD,16435.1099509885
Samoa,WSM,6280.21500477143
Kosovo,XKX,9380.94007290057
"Yemen, Rep.",YEM,
South Africa,ZAF,13738.4385854596
Zambia,ZMB,3391.62768492775
Zimbabwe,ZWE,10756.4454416985
